ship_type,ship_id,ship_name,dwt,distance,period,lat,lon,dt,speed
Cargo,461034,BLUE CHIP,76596,1519.3062527061163,curr,55.73779,20.82914,2016-12-15T16:41:07Z,102
Cargo,461034,BLUE CHIP,76596,1519.3062527061163,prev,55.73701,20.85337,2016-12-15T16:39:06Z,102
Cargo,461192,KOZNITZA,32631,3244.4409360517548,curr,54.6377,19.98747,2016-12-20T09:31:03Z,54
Cargo,461192,KOZNITZA,32631,3244.4409360517548,prev,54.63397,19.93747,2016-12-20T09:11:03Z,52
Cargo,461454,ROBIN WIND,78228,7436.273936247269,curr,54.776,18.98992,2016-12-17T07:43:02Z,121
Cargo,461454,ROBIN WIND,78228,7436.273936247269,prev,54.7093,18.99832,2016-12-17T07:17:02Z,125
Cargo,461962,CITY OF ROTTERDAM,5000,1512.3131031950622,curr,59.91029,30.05716,2016-12-13T21:37:04Z,113
Cargo,461962,CITY OF ROTTERDAM,5000,1512.3131031950622,prev,59.90517,30.08229,2016-12-13T21:35:05Z,111
Cargo,463311,ALMENDRO,32662,990.2932565959641,curr,59.91003,30.05895,2016-12-20T08:51:03Z,94
Cargo,463311,ALMENDRO,32662,990.2932565959641,prev,59.90667,30.0754,2016-12-20T08:49:05Z,89
Cargo,465205,SANTA URSULA,61453,4542.504358864317,curr,54.76309,18.99629,2016-12-18T06:05:02Z,138
Cargo,465205,SANTA URSULA,61453,4542.504358864317,prev,54.72224,18.99694,2016-12-18T05:55:02Z,148
Cargo,465931,OCEAN VOYAGER,38429,2768.9313718175213,curr,54.76856,18.99601,2016-12-19T10:21:02Z,91
Cargo,465931,OCEAN VOYAGER,38429,2768.9313718175213,prev,54.74373,18.99928,2016-12-19T10:13:02Z,119
Cargo,467978,LARGONA,1195,2063.9776520446144,curr,55.6684,21.14289,2016-12-17T10:07:06Z,84
Cargo,467978,LARGONA,1195,2063.9776520446144,prev,55.65171,21.15729,2016-12-17T09:57:06Z,61
Cargo,468082,BALTIC PRIME,10742,682.4721872813756,curr,59.90623,30.22779,2016-12-18T15:51:03Z,57
Cargo,468082,BALTIC PRIME,10742,682.4721872813756,prev,59.91137,30.23448,2016-12-18T15:49:04Z,54
Cargo,468812,SAN REMO,1225,3547.7546591143223,curr,55.7276,21.08277,2016-12-18T18:19:06Z,75
Cargo,468812,SAN REMO,1225,3547.7546591143223,prev,55.70337,21.11962,2016-12-18T18:03:05Z,76
Cargo,469377,RUBYN,2450,1760.5831011075381,curr,55.72585,21.09099,2016-12-15T04:25:07Z,76
Cargo,469377,RUBYN,2450,1760.5831011075381,prev,55.71498,21.11143,2016-12-15T04:17:06Z,66
Cargo,469525,NINA 1,1485,2302.2752224121396,curr,54.53049,18.53539,2016-12-20T09:31:07Z,7
Cargo,469525,NINA 1,1485,2302.2752224121396,prev,54.53569,18.56993,2016-12-20T09:11:07Z,79
Cargo,547677,KNOSSOS,56763,666.8184755649492,curr,59.89115,30.20763,2016-12-16T09:53:03Z,49
Cargo,547677,KNOSSOS,56763,666.8184755649492,prev,59.89617,30.21417,2016-12-16T09:51:04Z,51
Cargo,674633,ASIAN VISION,21421,1464.180931486933,curr,57.91386,11.62603,2016-12-16T20:33:05Z,112
Cargo,674633,ASIAN VISION,21421,1464.180931486933,prev,57.9181,11.60256,2016-12-16T20:31:04Z,111
Cargo,685288,GENCO RELIANCE,29952,391.91954390127603,curr,55.7138,20.84608,2016-12-19T13:05:06Z,31
Cargo,685288,GENCO RELIANCE,29952,391.91954390127603,prev,55.71255,20.84023,2016-12-19T13:01:08Z,40
Cargo,686278,MAERSK NIAMEY,33414,2709.2750928419096,curr,59.92105,30.0033,2016-12-20T10:03:03Z,119
Cargo,686278,MAERSK NIAMEY,33414,2709.2750928419096,prev,59.91205,30.04847,2016-12-20T09:55:04Z,115
Cargo,687226,VICTORIA,46931,37.06858001712416,curr,54.37488,18.65932,2016-12-16T09:07:02Z,0
Cargo,687226,VICTORIA,46931,37.06858001712416,prev,54.37491,18.65989,2016-12-16T09:05:02Z,0
Cargo,687849,AFRICAN CENDANA,46834,965.0838556256803,curr,55.73155,20.86157,2016-12-17T08:05:06Z,121
Cargo,687849,AFRICAN CENDANA,46834,965.0838556256803,prev,55.73175,20.84616,2016-12-17T08:03:06Z,124
Cargo,689205,SCHUYLER TRADER,35800,1493.811699617128,curr,54.78593,18.92086,2016-12-16T04:05:02Z,121
Cargo,689205,SCHUYLER TRADER,35800,1493.811699617128,prev,54.77647,18.9374,2016-12-16T04:03:02Z,120
Cargo,689765,PORT ALFRED,29678,19.49611334291784,curr,59.89599,30.22679,2016-12-14T00:33:03Z,0
Cargo,689765,PORT ALFRED,29678,19.49611334291784,prev,59.89608,30.22709,2016-12-14T00:31:04Z,0
Cargo,691174,HEINA,76598,4106.871233260847,curr,54.6917,18.99523,2016-12-16T00:43:02Z,99
Cargo,691174,HEINA,76598,4106.871233260847,prev,54.72828,18.9864,2016-12-16T00:23:02Z,105
Cargo,698727,FJORDVIK,4081,22.231717718161967,curr,54.53627,18.5201,2016-12-15T15:11:08Z,0
Cargo,698727,FJORDVIK,4081,22.231717718161967,prev,54.53645,18.51995,2016-12-15T15:09:07Z,0
Cargo,711847,LORD BYRON,76838,37.84969198671743,curr,54.53465,18.52815,2016-12-20T00:13:06Z,0
Cargo,711847,LORD BYRON,76838,37.84969198671743,prev,54.53497,18.52835,2016-12-20T00:11:07Z,2
Cargo,712201,GENCO THUNDER,76000,1675.4099298389997,curr,54.58765,18.89527,2016-12-15T20:11:02Z,121
Cargo,712201,GENCO THUNDER,76000,1675.4099298389997,prev,54.57504,18.88104,2016-12-15T20:09:01Z,123
Cargo,713818,FEDERAL SATSUKI,35300,42.338876220061145,curr,57.60081,11.69005,2016-12-16T13:21:06Z,1
Cargo,713818,FEDERAL SATSUKI,35300,42.338876220061145,prev,57.60059,11.69063,2016-12-16T13:19:06Z,4
Cargo,713900,ICE RIVER,14519,54.75352002384584,curr,59.86925,30.21973,2016-12-13T21:01:04Z,0
Cargo,713900,ICE RIVER,14519,54.75352002384584,prev,59.86879,30.22008,2016-12-13T20:59:05Z,0
Cargo,714454,KYMOPOLIA,176990,3269.9802626785718,curr,54.42725,18.89543,2016-12-16T12:57:02Z,120
Cargo,714454,KYMOPOLIA,176990,3269.9802626785718,prev,54.4211,18.846,2016-12-16T12:55:01Z,115
Cargo,714523,BOMAR VALOUR,22300,878.1777639402363,curr,59.90339,30.09083,2016-12-18T14:37:03Z,82
Cargo,714523,BOMAR VALOUR,22300,878.1777639402363,prev,59.90634,30.07622,2016-12-18T14:35:04Z,96
Cargo,716099,LANTAU ARROW,14901,2668.991183269971,curr,54.57534,18.85512,2016-12-13T12:51:02Z,142
Cargo,716099,LANTAU ARROW,14901,2668.991183269971,prev,54.5937,18.8818,2016-12-13T12:49:02Z,142
Cargo,726008,APL MERLION,150166,24106.66113978331,curr,54.51431,18.99619,2016-12-19T19:13:01Z,96
Cargo,726008,APL MERLION,150166,24106.66113978331,prev,54.7311,18.99907,2016-12-19T18:01:02Z,146
Cargo,726043,MOL QUINTET,150936,573510.8419177947,curr,57.60555,11.66162,2016-12-15T18:45:09Z,168
Cargo,726043,MOL QUINTET,150936,573510.8419177947,prev,54.46572,18.99627,2016-12-14T17:49:01Z,179
Cargo,727807,STRATEGIC ENCOUNTER,33000,8497.43432486552,curr,54.64101,20.02567,2016-12-16T09:47:02Z,57
Cargo,727807,STRATEGIC ENCOUNTER,33000,8497.43432486552,prev,54.63309,19.89434,2016-12-16T09:45:03Z,65
Cargo,729384,ASIAN BREEZE,12562,1222.8485627436542,curr,57.94259,11.69145,2016-12-13T14:29:05Z,120
Cargo,729384,ASIAN BREEZE,12562,1222.8485627436542,prev,57.95189,11.70251,2016-12-13T14:27:05Z,118
Cargo,732076,THOR INTEGRITY,52375,950.2837884997533,curr,55.72865,21.05033,2016-12-19T22:25:06Z,87
Cargo,732076,THOR INTEGRITY,52375,950.2837884997533,prev,55.7284,21.0655,2016-12-19T22:23:13Z,81
Cargo,732703,IVS KITE,32556,1578.9048410033258,curr,55.73813,20.81173,2016-12-14T16:09:07Z,130
Cargo,732703,IVS KITE,32556,1578.9048410033258,prev,55.73795,20.83695,2016-12-14T16:07:06Z,127
Cargo,732836,ADASTRA,46493,2107.910661238601,curr,59.91283,30.04498,2016-12-20T10:25:03Z,84
Cargo,732836,ADASTRA,46493,2107.910661238601,prev,59.90572,30.08003,2016-12-20T10:17:04Z,77
Cargo,734035,ROJAREK NAREE,29870,1695.0812250254023,curr,54.56457,18.85662,2016-12-16T16:37:01Z,132
Cargo,734035,ROJAREK NAREE,29870,1695.0812250254023,prev,54.55322,18.83907,2016-12-16T16:35:01Z,131
Cargo,754206,ZENIT,12848,1496.7958772535821,curr,59.9185,30.01639,2016-12-19T10:49:03Z,111
Cargo,754206,ZENIT,12848,1496.7958772535821,prev,59.91341,30.04125,2016-12-19T10:47:04Z,113
Cargo,754855,AMERDIJK,21232,3831.263882769011,curr,54.655,19.8496,2016-12-13T18:39:03Z,136
Cargo,754855,AMERDIJK,21232,3831.263882769011,prev,54.63272,19.89502,2016-12-13T18:37:03Z,68
Cargo,754856,AALDERDIJK,21299,1101.0481041917487,curr,59.91685,30.02478,2016-12-20T08:51:03Z,112
Cargo,754856,AALDERDIJK,21299,1101.0481041917487,prev,59.91311,30.04307,2016-12-20T08:49:05Z,113
Cargo,755306,AKERDIJK,21293,1735.225259270481,curr,54.65045,19.86151,2016-12-20T11:07:04Z,94
Cargo,755306,AKERDIJK,21293,1735.225259270481,prev,54.65897,19.83891,2016-12-20T11:01:03Z,87
Cargo,755491,ALLEGRA,24173,1083.964234355661,curr,59.91301,30.04308,2016-12-16T21:43:05Z,104
Cargo,755491,ALLEGRA,24173,1083.964234355661,prev,59.90941,30.06115,2016-12-16T21:41:07Z,105
Cargo,755518,USOLIE,68789,10950.382519592811,curr,55.73171,20.97099,2016-12-14T10:09:06Z,104
Cargo,755518,USOLIE,68789,10950.382519592811,prev,55.69459,21.13291,2016-12-14T02:29:06Z,0
Cargo,755883,BALTIC HEATHER,10114,1560.4332884700477,curr,59.90739,30.07238,2016-12-20T02:19:03Z,109
Cargo,755883,BALTIC HEATHER,10114,1560.4332884700477,prev,59.9126,30.04639,2016-12-20T02:17:04Z,117
Cargo,756184,BALTIC PIONEER,10532,840.8741719446544,curr,59.91264,30.04653,2016-12-20T05:05:04Z,117
Cargo,756184,BALTIC PIONEER,10532,840.8741719446544,prev,59.91522,30.03235,2016-12-20T05:05:03Z,116
Cargo,756186,BALTIC PATRIOT,10621,1157.8945166435717,curr,59.90835,30.06593,2016-12-18T05:49:03Z,111
Cargo,756186,BALTIC PATRIOT,10621,1157.8945166435717,prev,59.91237,30.04677,2016-12-18T05:47:04Z,111
Cargo,756187,BALTIC PERFORMER,10603,1083.299497132992,curr,59.9075,30.07083,2016-12-13T15:33:03Z,105
Cargo,756187,BALTIC PERFORMER,10603,1083.299497132992,prev,59.91117,30.05283,2016-12-13T15:31:05Z,108
Cargo,756252,OLGA,18319,9078.631399295067,curr,54.63303,19.92508,2016-12-17T01:09:02Z,66
Cargo,756252,OLGA,18319,9078.631399295067,prev,54.64677,20.06415,2016-12-17T01:07:03Z,68
Cargo,756358,VANTAGE WAVE,33200,14820.470597629113,curr,55.71448,21.11101,2016-12-14T10:11:07Z,60
Cargo,756358,VANTAGE WAVE,33200,14820.470597629113,prev,55.70213,20.87546,2016-12-14T02:29:06Z,4
Cargo,757296,YAMAL KRECHET,20144,3382.5832144191318,curr,54.69192,18.95926,2016-12-20T10:25:02Z,135
Cargo,757296,YAMAL KRECHET,20144,3382.5832144191318,prev,54.7202,18.97866,2016-12-20T10:17:02Z,134
Cargo,757428,CALISTO,20614,893801.1797680457,curr,54.50609,18.98727,2016-12-19T02:37:02Z,141
Cargo,757428,CALISTO,20614,893801.1797680457,prev,59.921,30.0035,2016-12-17T09:49:03Z,112
Cargo,757619,PRINCE OF WAVES,8039,1431.7481328949423,curr,59.917,30.0235,2016-12-19T19:23:03Z,101
Cargo,757619,PRINCE OF WAVES,8039,1431.7481328949423,prev,59.912,30.04717,2016-12-19T19:21:04Z,105
Cargo,757658,JONNI RITSCHER,22243,1392.9314780033328,curr,57.61271,11.67293,2016-12-19T03:53:05Z,190
Cargo,757658,JONNI RITSCHER,22243,1392.9314780033328,prev,57.60165,11.66195,2016-12-19T03:51:05Z,190
Cargo,758443,ATLANTIC NAVIGATORII,30345,1269.4765157706638,curr,59.91606,30.02813,2016-12-17T14:31:03Z,116
Cargo,758443,ATLANTIC NAVIGATORII,30345,1269.4765157706638,prev,59.92031,30.00699,2016-12-17T14:29:04Z,125
Cargo,758523,INA LOTTE,38267,924.2890965432985,curr,59.91415,30.03794,2016-12-14T15:13:03Z,98
Cargo,758523,INA LOTTE,38267,924.2890965432985,prev,59.91727,30.02257,2016-12-14T15:11:04Z,96
Cargo,758559,PACIFIC WINTER,19359,39.061845370345424,curr,59.89337,30.21968,2016-12-16T20:51:04Z,0
Cargo,758559,PACIFIC WINTER,19359,39.061845370345424,prev,59.89372,30.21974,2016-12-16T20:49:05Z,1
Cargo,758589,E.R. TALLINN,14230,1813.6699798396742,curr,54.53782,18.73003,2016-12-18T03:49:02Z,141
Cargo,758589,E.R. TALLINN,14230,1813.6699798396742,prev,54.53731,18.75813,2016-12-18T03:47:06Z,138
Cargo,758658,BARMBEK,15956,850.1279050924757,curr,59.9205,30.006,2016-12-18T09:23:03Z,92
Cargo,758658,BARMBEK,15956,850.1279050924757,prev,59.91767,30.02017,2016-12-18T09:21:04Z,92
Cargo,758718,PAPUA,31817,877.077398957115,curr,59.89198,30.14679,2016-12-14T18:43:03Z,65
Cargo,758718,PAPUA,31817,877.077398957115,prev,59.88899,30.16134,2016-12-14T18:41:04Z,59
Cargo,758759,E.R. VISBY,14236,1100.987813649437,curr,59.91523,30.03065,2016-12-20T03:59:03Z,112
Cargo,758759,E.R. VISBY,14236,1100.987813649437,prev,59.91897,30.01236,2016-12-20T03:57:04Z,115
Cargo,758887,CHARLOTTA B,17822,1741.0748773350078,curr,59.90677,30.07293,2016-12-20T04:39:11Z,128
Cargo,758887,CHARLOTTA B,17822,1741.0748773350078,prev,59.91285,30.04415,2016-12-20T04:35:03Z,131
Cargo,858053,CONTAINERSHIPS VII,13965,2447.382509566957,curr,55.75791,20.94193,2016-12-18T05:51:06Z,172
Cargo,858053,CONTAINERSHIPS VII,13965,2447.382509566957,prev,55.77592,20.91944,2016-12-18T05:49:05Z,172
Cargo,948265,TANAIS,493,1190.0744377885821,curr,54.36997,18.66461,2016-12-16T14:23:01Z,64
Cargo,948265,TANAIS,493,1190.0744377885821,prev,54.38043,18.66072,2016-12-16T14:19:01Z,60
Cargo,1071570,SVISLOCH,NA,0,curr,59.94119,30.25643,2016-12-15T01:57:04Z,0
Cargo,1071570,SVISLOCH,NA,0,prev,59.94119,30.25643,2016-12-15T01:51:04Z,0
Cargo,1071570,SVISLOCH,NA,0,curr,59.94119,30.25643,2016-12-15T01:57:04Z,0
Cargo,1071570,SVISLOCH,NA,0,prev,59.94119,30.25643,2016-12-15T01:57:04Z,0
Cargo,1914339,MSC OSCAR,199273,1444.6499032147194,curr,57.67819,11.77309,2016-12-14T15:43:05Z,99
Cargo,1914339,MSC OSCAR,199273,1444.6499032147194,prev,57.67958,11.79725,2016-12-14T15:41:05Z,82
Cargo,2892026,TRUE LOVE,38762,1055.5998967357427,curr,55.74756,20.84578,2016-12-15T13:27:06Z,128
Cargo,2892026,TRUE LOVE,38762,1055.5998967357427,prev,55.74601,20.86242,2016-12-15T13:25:07Z,130
Cargo,3350779,ASPEN,3159,1847.122841564458,curr,57.655,11.7413,2016-12-16T04:02:20Z,117
Cargo,3350779,ASPEN,3159,1847.122841564458,prev,57.64979,11.71182,2016-12-16T03:59:06Z,113
Cargo,3382564,CHAROITE,5026,1210.8049085762689,curr,59.91104,30.05359,2016-12-20T08:57:03Z,87
Cargo,3382564,CHAROITE,5026,1210.8049085762689,prev,59.90694,30.07371,2016-12-20T08:55:04Z,87
Cargo,3412946,PRINCESSE OUI,33375,871.2086540487727,curr,59.88584,30.18079,2016-12-18T20:17:03Z,62
Cargo,3412946,PRINCESSE OUI,33375,871.2086540487727,prev,59.88755,30.19603,2016-12-18T20:15:04Z,68
Cargo,3542150,ZHEN ZHU HAI,39746,30.613988326778085,curr,59.87498,30.1947,2016-12-15T12:21:04Z,0
Cargo,3542150,ZHEN ZHU HAI,39746,30.613988326778085,prev,59.87513,30.19516,2016-12-15T12:19:05Z,1
Cargo,3569217,ALANA,13711,2147.936343470665,curr,55.8785,20.8175,2016-12-19T10:31:06Z,154
Cargo,3569217,ALANA,13711,2147.936343470665,prev,55.86231,20.83628,2016-12-19T10:29:05Z,156
Cargo,3574326,LADY AMI,3700,1566.0317363623399,curr,57.99671,12.12702,2016-12-19T12:33:05Z,87
Cargo,3574326,LADY AMI,3700,1566.0317363623399,prev,57.98264,12.12585,2016-12-19T12:27:08Z,89
Cargo,3610791,AFRICAN GROUSE,37700,87227.72588098972,curr,55.73736,20.80092,2016-12-17T02:35:06Z,84
Cargo,3610791,AFRICAN GROUSE,37700,87227.72588098972,prev,55.11497,19.95943,2016-12-16T19:15:03Z,120
Cargo,3711215,AFRICAN MAGNOLIA,28345,134.3576055326426,curr,54.68866,20.21182,2016-12-17T13:39:03Z,1
Cargo,3711215,AFRICAN MAGNOLIA,28345,134.3576055326426,prev,54.68829,20.21381,2016-12-17T13:31:02Z,12
Cargo,3917444,SAT AIS,NA,11.453038000160973,curr,59.94093,30.25605,2016-12-15T15:03:04Z,0
Cargo,3917444,SAT AIS,NA,11.453038000160973,prev,59.94102,30.25615,2016-12-15T15:01:04Z,1
Cargo,3919413,FEDERAL CEDAR,34564,1363.5593146414426,curr,59.91489,30.03413,2016-12-19T14:25:03Z,107
Cargo,3919413,FEDERAL CEDAR,34564,1363.5593146414426,prev,59.91945,30.01142,2016-12-19T14:23:04Z,107
Cargo,4003834,AGNETHE ARCTICA,2700,533.4208588808832,curr,54.36469,18.66545,2016-12-18T10:35:02Z,39
Cargo,4003834,AGNETHE ARCTICA,2700,533.4208588808832,prev,54.36948,18.665,2016-12-18T10:31:01Z,41
Cargo,4003835,DT BROSON,NA,11674.55672436256,curr,57.60002,11.61614,2016-12-15T08:33:06Z,352
Cargo,4003835,DT BROSON,NA,11674.55672436256,prev,57.62032,11.80844,2016-12-15T08:05:09Z,345
Cargo,4122562,ARION,2500,3401.46161256494,curr,54.55957,18.5508,2016-12-17T09:11:07Z,0
Cargo,4122562,ARION,2500,3401.46161256494,prev,54.52898,18.55068,2016-12-17T07:27:07Z,1
Cargo,4133526,DELPHIS BOTHNIA,24700,844847.8431337106,curr,54.67177,19.80285,2016-12-18T06:51:02Z,66
Cargo,4133526,DELPHIS BOTHNIA,24700,844847.8431337106,prev,59.91929,30.01159,2016-12-16T09:29:04Z,113
Cargo,4252519,PETER PAN,6555,5281.269729313722,curr,54.72048,18.99044,2016-12-19T18:07:02Z,180
Cargo,4252519,PETER PAN,6555,5281.269729313722,prev,54.76785,18.99642,2016-12-19T17:57:01Z,199
Cargo,4331405,FITTER,NA,584.1323834927239,curr,59.90627,30.27033,2016-12-15T22:15:03Z,4
Cargo,4331405,FITTER,NA,584.1323834927239,prev,59.9109,30.26538,2016-12-15T22:13:05Z,2
Cargo,4515761,BOMAR VANQUISH,22308,917.1473247237127,curr,59.92179,30.00003,2016-12-13T18:51:03Z,92
Cargo,4515761,BOMAR VANQUISH,22308,917.1473247237127,prev,59.91869,30.01528,2016-12-13T18:49:05Z,87
Cargo,4631227,MIRVA VG,NA,2213.9536232212076,curr,54.64986,19.86447,2016-12-19T15:31:03Z,69
Cargo,4631227,MIRVA VG,NA,2213.9536232212076,prev,54.65864,19.83358,2016-12-19T15:23:03Z,81
Fishing,151919,KRISTIN,0,10439.721931617521,curr,57.60241,11.81972,2016-12-20T05:31:06Z,93
Fishing,151919,KRISTIN,0,10439.721931617521,prev,57.60079,11.64452,2016-12-16T11:15:06Z,105
Fishing,151978,VICTORIA,250,882.5279887625273,curr,57.74534,11.61588,2016-12-16T11:49:05Z,115
Fishing,151978,VICTORIA,250,882.5279887625273,prev,57.74051,11.60408,2016-12-16T11:47:05Z,114
Fishing,154872,CHRISTINA MICHELLE,0,733.383580922389,curr,54.79712,18.42093,2016-12-13T23:15:07Z,51
Fishing,154872,CHRISTINA MICHELLE,0,733.383580922389,prev,54.79703,18.43237,2016-12-13T23:11:07Z,70
Fishing,156348,STELLA NOVA,0,6.905624710735174,curr,57.70704,11.6593,2016-12-17T00:05:05Z,0
Fishing,156348,STELLA NOVA,0,6.905624710735174,prev,57.7071,11.65927,2016-12-17T00:03:05Z,0
Fishing,158315,R 355 TRINE LOUISE,NA,222.5016131280126,curr,54.79491,18.41795,2016-12-16T10:47:07Z,15
Fishing,158315,R 355 TRINE LOUISE,NA,222.5016131280126,prev,54.79691,18.41784,2016-12-15T18:31:11Z,0
Fishing,158493,STJARNVIK,NA,1238.5495133927443,curr,57.63983,11.68664,2016-12-13T22:01:03Z,82
Fishing,158493,STJARNVIK,NA,1238.5495133927443,prev,57.65093,11.68491,2016-12-13T21:59:05Z,85
Fishing,158750,R 222 BORNOE,NA,671.2587234723306,curr,54.79617,18.42855,2016-12-15T00:05:07Z,43
Fishing,158750,R 222 BORNOE,NA,671.2587234723306,prev,54.79729,18.41826,2016-12-14T23:59:07Z,28
Fishing,181857,KAPITAN GERASHCHENKO,800,1423.3533799677512,curr,54.53154,18.70719,2016-12-18T09:55:02Z,116
Fishing,181857,KAPITAN GERASHCHENKO,800,1423.3533799677512,prev,54.53149,18.68513,2016-12-18T09:53:07Z,115
Fishing,310529,POLAR,0,34.90629126977673,curr,57.71556,11.95796,2016-12-15T15:59:05Z,0
Fishing,310529,POLAR,0,34.90629126977673,prev,57.71579,11.95836,2016-12-15T15:57:08Z,0
Fishing,310855,VASTFJORD II,0,18.8915487762538,curr,57.67385,11.66483,2016-12-14T23:47:05Z,0
Fishing,310855,VASTFJORD II,0,18.8915487762538,prev,57.67399,11.66501,2016-12-14T23:45:05Z,0
Fishing,315746,WLA 108,89,1388.973159644231,curr,54.74677,18.71972,2016-12-20T06:01:02Z,108
Fishing,315746,WLA 108,89,1388.973159644231,prev,54.75691,18.70708,2016-12-20T05:59:07Z,110
Fishing,315753,LEB-7,NA,2216.588294316136,curr,54.75195,18.63059,2016-12-19T12:59:02Z,61
Fishing,315753,LEB-7,NA,2216.588294316136,prev,54.74087,18.659300000000002,2016-12-19T12:55:06Z,62
Fishing,315804,HEL-111,69,8043.792709840025,curr,54.79767,18.85563,2016-12-19T03:45:01Z,91
Fishing,315804,HEL-111,69,8043.792709840025,prev,54.79856,18.73015,2016-12-18T06:13:08Z,97
Fishing,315805,HEL 112,68,9575.234476036947,curr,54.79933,18.65145,2016-12-16T12:09:02Z,95
Fishing,315805,HEL 112,68,9575.234476036947,prev,54.79729,18.80079,2016-12-15T00:05:01Z,77
Fishing,315877,KAPER-2 SG-312,66,1581.6355146118692,curr,54.54381,18.6805,2016-12-20T11:07:03Z,95
Fishing,315877,KAPER-2 SG-312,66,1581.6355146118692,prev,54.54259,18.65607,2016-12-20T11:01:02Z,85
Fishing,315887,WLA-307,68,818.5815039232507,curr,54.79652,18.4319,2016-12-14T19:19:07Z,76
Fishing,315887,WLA-307,68,818.5815039232507,prev,54.79653,18.41913,2016-12-14T19:15:07Z,43
Fishing,315889,WLA-209 BLANKA,43,508.75164000315743,curr,54.79605,18.42918,2016-12-16T16:05:07Z,69
Fishing,315889,WLA-209 BLANKA,43,508.75164000315743,prev,54.79887,18.43543,2016-12-16T16:03:07Z,76
Fishing,315901,HEL-150,124,11489.300336886843,curr,54.54118,18.98796,2016-12-19T16:07:02Z,94
Fishing,315901,HEL-150,124,11489.300336886843,prev,54.43809,18.99997,2016-12-19T10:55:02Z,35
Fishing,315903,HEL 23,NA,5169.424273638007,curr,54.79923,18.95095,2016-12-17T04:31:02Z,77
Fishing,315903,HEL 23,NA,5169.424273638007,prev,54.79855,18.87031,2016-12-15T12:49:02Z,85
Fishing,315907,WLA 253,NA,1245.351073441829,curr,54.70285,18.71236,2016-12-13T14:45:02Z,85
Fishing,315907,WLA 253,NA,1245.351073441829,prev,54.69599,18.72768,2016-12-13T14:43:07Z,91
Fishing,315909,WLA-13O,NA,3020.171606208856,curr,54.79861,18.46391,2016-12-17T16:39:07Z,63
Fishing,315909,WLA-13O,NA,3020.171606208856,prev,54.79633,18.41696,2016-12-14T19:51:08Z,30
Fishing,315912,WLA 116,NA,597.960278279466,curr,54.79989,18.4425,2016-12-20T04:07:06Z,90
Fishing,315912,WLA 116,NA,597.960278279466,prev,54.79826,18.43361,2016-12-20T04:05:14Z,94
Fishing,315924,WLA-254,NA,1333.6225104159507,curr,54.79999,18.44629,2016-12-17T16:09:07Z,74
Fishing,315924,WLA-254,NA,1333.6225104159507,prev,54.79649,18.42639,2016-12-15T04:17:07Z,65
Fishing,315927,JAS 102,NA,2420.985492737109,curr,54.58678,18.99541,2016-12-17T15:45:01Z,92
Fishing,315927,JAS 102,NA,2420.985492737109,prev,54.56517,18.99999,2016-12-17T06:17:02Z,31
Fishing,315929,JAS-74,NA,28799.73639251335,curr,54.48427,18.93163,2016-12-19T07:21:02Z,28
Fishing,315929,JAS-74,NA,28799.73639251335,prev,54.69625,18.67479,2016-12-17T20:01:07Z,6
Fishing,315930,JAS 78,NA,12367.880785167736,curr,54.56546,18.99991,2016-12-19T13:29:01Z,27
Fishing,315930,JAS 78,NA,12367.880785167736,prev,54.4543,18.99326,2016-12-19T08:27:01Z,26
Fishing,315941,WLA-295,68,535.356445088245,curr,54.79936,18.4416,2016-12-14T20:49:07Z,89
Fishing,315941,WLA-295,68,535.356445088245,prev,54.79669,18.43465,2016-12-14T20:47:07Z,99
Fishing,315946,WLA-305,69,17604.41741971531,curr,54.79984,18.71746,2016-12-19T07:33:02Z,31
Fishing,315946,WLA-305,69,17604.41741971531,prev,54.79918,18.44281,2016-12-17T10:35:07Z,97
Fishing,315948,WLA310,126,614.2231590536501,curr,54.79883,18.43298,2016-12-19T20:45:07Z,90
Fishing,315948,WLA310,126,614.2231590536501,prev,54.79611,18.42464,2016-12-19T20:43:16Z,60
Fishing,315950,WLA-311,126,1023.7800214358148,curr,54.79646,18.41907,2016-12-18T03:23:07Z,34
Fishing,315950,WLA-311,126,1023.7800214358148,prev,54.79657,18.43504,2016-12-18T03:17:07Z,88
Fishing,315951,WLA-312,126,800.2311987225114,curr,54.79964,18.44099,2016-12-16T12:57:07Z,91
Fishing,315951,WLA-312,126,800.2311987225114,prev,54.79628,18.42995,2016-12-14T19:55:06Z,79
Fishing,315959,GDA-20,NA,29002.985535620763,curr,54.41359,18.99597,2016-12-16T19:01:01Z,87
Fishing,315959,GDA-20,NA,29002.985535620763,prev,54.67441,18.99993,2016-12-15T07:29:02Z,28
Fishing,315960,GDA-18,NA,4522.616444651991,curr,54.79977,18.83827,2016-12-15T13:23:02Z,31
Fishing,315960,GDA-18,NA,4522.616444651991,prev,54.79884,18.76773,2016-12-15T08:49:07Z,29
Fishing,315968,JAS-64,NA,14600.285731027341,curr,54.64897,18.9963,2016-12-17T15:37:02Z,88
Fishing,315968,JAS-64,NA,14600.285731027341,prev,54.51767,18.99464,2016-12-17T07:35:01Z,26
Fishing,315971,WLA-291,58,29244.396115987976,curr,54.57128,18.99571,2016-12-19T17:19:01Z,85
Fishing,315971,WLA-291,58,29244.396115987976,prev,54.79381,18.75323,2016-12-18T06:25:08Z,92
Fishing,315979,JAS-80,NA,6081.547714782532,curr,54.64479,18.99526,2016-12-15T15:21:02Z,91
