ship_type,ship_id,ship_name
Tanker,350056,"NARVA"
Tanker,350118,SBORSHCHIK-3
Tanker,350220,BALTIC SEAGULL
Tanker,350395,ECOMAR
Tanker,350589,DON
Tanker,350706,"NATALIJA GONCHAROVA"
Tanker,350723,SEVERYANKA
Tanker,350965,ELAND
Tanker,350976,GOGLAND
Tanker,351041,KAP.PONIKAROVSKIY
Tanker,351098,ARIES
Tanker,352344,GRUMANT
Tanker,360219,MOZART
Tanker,369217,DAVINO D
Tanker,375114,GRENA KNUTSEN
Tanker,375160,GAS GALAXY
Tanker,377745,ZAPADNYY
Tanker,402746,ASTERDEA
Tanker,687940,JOAN
Tanker,712156,UZAVA
Tanker,712443,SONGA SAPPHIRE
Tanker,712924,"NAVIG8 STRENGTH"
Tanker,713084,"NAVIG8 UNIVERSE"
Tanker,725648,ELISALEX SCHULTE
Tanker,726727,INDEPENDENCE
Tanker,728871,TRANS HOLM
Tanker,732780,JS CHUKAR
Tanker,737998,AMARANTH
Tanker,753672,SCF BALTICA
Tanker,755563,SAKURA PRINCESS
Tanker,756074,CORAL LACERA
Tanker,756194,GREEN PLANET
Tanker,760531,SAMRAA ALKHALEEJ
Tanker,858023,NORDIC NORA
Tanker,993606,ECO GREEN
Tanker,1036966,AGATH
Tanker,1247749,ACQUAMARINA
Tanker,2059154,MIDVOLGA-3
Tanker,2420192,KEILA
Tanker,3310363,SBORSCHIK-1
Tanker,3350965,THUN GOTHENBURG
Tanker,3362218,CLIPPER JUPITER
Tanker,3424242,DELFIN
Tanker,3540301,SKAT
Tanker,3615006,NISSOS SCHINOUSSA
Tanker,3616939,HAFNIA SUNDA
Tanker,3711400,HAFNIA SOYA
Tanker,3809370,ZANA
Tanker,3811364,RONDO
Tanker,3829008,SLV-415
Tanker,4028143,POLA
Tanker,4109380,MUDYU
Tanker,4709602,VOVAN
Tug,2962,BOA BISON
Tug,5381,AURA
Tug,73528,SAR 111261105
Tug,73551,SAR 111265121
Tug,122557,HUGIN EXPLORER
Tug,123296,DUKE 2
Tug,124887,PETER THE GREAT
Tug,125418,MERITUS
Tug,126010,CRESTWAY
Tug,155138,SUPPLIER
Tug,182358,FRANKLIN
Tug,182374,BOB
Tug,182384,SVITZER ODEN
Tug,182387,SVITZER TYR
Tug,182431,SVITZER GAIA
Tug,182435,SVITZER GEO
Tug,184318,DC OSTEND
Tug,196066,BOA ODIN
Tug,201104,EILEEN MCLOUGHLIN
Tug,201975,MEWO NAVIGATOR
Tug,262503,TIDEWAY ROLLINGSTONE
Tug,269768,SEA GOLF
Tug,273075,NERO
Tug,284483,OPAL
Tug,297208,MARIEKE
Tug,297592,JAMES COOK
Tug,299445,FROG RANA
Tug,304819,RESCUE BERGESEN D.Y
Tug,307368,RESCUE B. RASMUSSEN
Tug,313641,BESS
Tug,315660,MAJA
Tug,315661,TYTAN
Tug,315663,OCEANIA
Tug,315672,ARES
Tug,315676,AGIS
Tug,315677,ARGO
Tug,315679,AJAKS
Tug,315703,PILOT-3
Tug,315705,PILOT-5
Tug,315719,TUCANA
Tug,315726,ODISSEY
Tug,315731,ODYS
Tug,315739,IKAR
Tug,315755,INZ. ST. LEGOWSKI
Tug,315812,SM PRC 112
Tug,315816,SM PRC 105
Tug,315820,SM PRC 108
Tug,315824,SMPRC110
Tug,315864,KOL-48
Tug,315869,TAURUS
Tug,315892,WIATR
Tug,315932,NEPTUN W
Tug,316051,PILOT 20
Tug,316052,PILOT21
Tug,316141,HYDROGRAF 10
Tug,316174,CENTAUR II
Tug,316203,KOL-110
Tug,316243,R-20
Tug,316265,KONTROLER 19
Tug,316291,ZAG-27
Tug,316480,FAIRPLAY VII
Tug,316649,KAPITAN POINC
Tug,316722,BIZON-O-158
Tug,316784,WEZYR 1
Tug,316904,ZODIAK
Tug,316950,ZEUS
Tug,316954,HORYZONT II
Tug,316969,ORP BALTYK
Tug,316974,ORP CZERNICKI
Tug,316982,ORP ZBYSZKO
Tug,316983,ORP MACKO
Tug,317044,ORP ARCTOWSKI
Tug,317046,HEWELIUSZ
Tug,317048,ORP FLAMING
Tug,317050,WDZYDZE
Tug,317140,BRYZA
Tug,317143,ORP BIELIK
Tug,317202,IMOR
Tug,317353,VIRTUS
Tug,317395,R3
Tug,317421,AKUL
Tug,319754,SJOEBEFAELSSKOLAN
Tug,320572,PILOT 729 SE
Tug,320704,KBV 490
Tug,320737,PILOT 746 SE
Tug,320738,PILOT 745 SE
Tug,320875,PILOT 115 SE
Tug,320905,KBV 048
Tug,321076,ALVBJORN
Tug,321277,RESCUE LARS LINDFELT
Tug,321341,RESCUE MARTA COLLIN
Tug,321723,POLSTJARNAN IV
Tug,321978,POLIS 59-3720
Tug,322279,INGEMAR
Tug,322333,RESCUE LIVBOJEN
Tug,322772,KBV 475
Tug,322891,SJOGRIP
Tug,322974,RESCUE HANS LAURIN
Tug,323064,CRUM
Tug,323624,BATMAN 7
Tug,323833,ASKHOLMEN
Tug,323975,DIRTY
Tug,324200,SOUND PROVIDER
Tug,324288,GOTE II
Tug,324459,11-00
Tug,324465,SEACURE
Tug,324466,FATBOY
Tug,324470,BOATMAN 9
Tug,324664,KBV 316
Tug,325071,POLIS 59-3780
Tug,325269,RESCUE MARIANNE BRAT
Tug,325770,GKSS-ONLINE
Tug,326263,TOFTE
Tug,326702,OCKERO MARITIME 1
Tug,326703,OCKERO MARITIME 2
Tug,326735,K10
Tug,327132,GOTHEBORG
Tug,327374,KBV 001
Tug,327375,KBV 497
Tug,327376,KBV 494
Tug,327464,ICEBEAM
Tug,327518,KBV 032
Tug,327678,BISON
Tug,327745,U/F ASTERIX
Tug,345244,SEMYON DEZHNEV
Tug,345254,SAT AIS
Tug,345265,KAPITAN MARTYSHKIN
Tug,345268,KAPITAN NIKOLAEV
Tug,345312,KAPITAN SOROKIN
Tug,345344,ERMAK
Tug,345825,GRIFON 5
Tug,346012,VIKHREVOY
Tug,346047,MOSCHNYI
Tug,346057,KAPITAN PLAKHIN
Tug,346151,TYPHOON
Tug,346160,TARNIKA
Tug,346161,GRIFON 3
Tug,346208,TORNADO
Tug,346242,LOTSMAN-3
Tug,346266,AKMAL
Tug,346688,PIONER
Tug,346905,TAYFUN
Tug,346998,BREST
Tug,347019,KONSTANTIN
Tug,347042,GRIFON7
Tug,347050,SIGULDA
Tug,347113,TORNADO
Tug,347124,SKRUNDA
Tug,347204,ALEXANDR UVAROV
Tug,347225,SANKT-PETERBURG
Tug,347678,NEVSKAYA ZASTAVA
Tug,347718,ARKTUR
Tug,347749,KUBAN
Tug,347790,ORION
Tug,347828,KOMMUNAR
Tug,347948,LIGER
Tug,348105,KENDRICK
Tug,348371,GLANFORD
Tug,348411,GLADIUS
Tug,348645,DMITRY SIROTKIN
Tug,348785,ELENA
Tug,349774,NEFTEGAZ-31
Tug,349945,LOTSMAN SARZHIN
Tug,349997,YASNYY
Tug,350026,BALTIETS
Tug,350197,SPK-1DMAG
Tug,350211,GIBRALTAR
Tug,350301,REUSHINKA
Tug,350500,MOSCHNIY
Tug,350501,ZORKIY
Tug,350530,MERKURIY
Tug,350538,MUSON
Tug,350631,URAN
Tug,350675,KARU
Tug,350708,KAPITAN ZARUBIN
Tug,350882,LOTSMAN FEDOROV
Tug,350901,PROFESSOR LOGACHEV
Tug,350925,AKADEMIK KARPINSKIY
Tug,350957,BGK-326 RIF
Tug,351012,BOGATYR 4
Tug,351107,RB-394
Tug,351119,RB-395
Tug,351132,RB-20
Tug,351699,MUDYUG
Tug,352928,VEGA
Tug,353182,SMILTE PILOT
Tug,353212,LTU SAR SHIP SAKIAI
Tug,353260,TAK-4
Tug,353342,PILOT DANGE
Tug,353357,TAK-9
Tug,353365,MINGE
Tug,353471,KLASCO1
Tug,353534,TAK-6
Tug,353536,KLASCO2
Tug,353542,MUSHA
Tug,353563,SOLL TENGIZ
Tug,353576,JURINIS
Tug,353587,VEJUNAS
Tug,353626,PELICAN
Tug,353637,LOTAS
Tug,353649,NZ55
Tug,365512,FAIRPLAY-26
Tug,403149,POSEIDON I
Tug,466414,GRANIT
Tug,466553,APHRODITE I
Tug,467633,BAZALT
Tug,468665,SERVAL
Tug,752901,SEVEN OSPREY
Tug,753262,SYLUR
Tug,754816,ERRIE
Tug,835353,M/S ALO
Tug,878185,OLEG STRASHNOV
Tug,917997,FAIRPLAY IV
Tug,941191,SERWAL
Tug,987831,SVIR
Tug,994590,KLASCO-3
Tug,1039931,LOOKMAN
Tug,1072314,SAR 111265582
Tug,1123136,PILOT 218 SE
Tug,1351934,MINTIS
Tug,1414412,RB-413
Tug,1611958,GRIPHON 8
Tug,2312999,FROG TAURUS
Tug,3423103,BJONN
Tug,3434115,BOA JARL
Tug,3434504,SZTORM
Tug,3467126,SSMB 2222 RAKETEN
Tug,3483512,TAK-10
Tug,3484933,A.BARAUSKAS
Tug,3501289,TAK-11
Tug,3532420,"NADEZHDA"
Tug,3560489,MB-96
Tug,3562991,VLADIVOSTOK
Tug,3586959,GLADIATOR
Tug,3611326,MURMANSK
Tug,3653787,ARGO
Tug,3656084,"NATO WARSHIP M53"
Tug,3722773,VAKARIS
Tug,3724655,BOATMAN 1
Tug,3751563,T-2
Tug,3792435,CHARLIE
Tug,3802847,RESCUER AMBULANCE
Tug,3803160,MB97
Tug,3813464,T-3
Tug,3851201,STRAZAK 6
Tug,3921875,KOZIOROZEC-O-01
Tug,3945110,SOUND SURVEYOR
Tug,3964252,VODOLAZ GRITSAY
Tug,3975455,SPK-49150
Tug,4002191,BUMER
Tug,4014323,KOL-149
Tug,4109127,SNOKEN
Tug,4125527,RRRRGSDGSD
Tug,4157948,ELBRUS
Tug,4180748,KAMBR
Tug,4200884,ORP KORMORAN
Tug,4249081,"NADEZHNIY"
Tug,4387771,HERKULES
Tug,4645311,YASNYY
Tug,4667808,RESCUE 8-45
Tug,4677206,FORTUNA
Tug,4689892,REDUT
Tug,4710387,TRELLE
Tug,5413612163586,[SAT-AIS]
Tug,17615339618152,[SAT-AIS]
Tug,35416564857354,[SAT-AIS]
Tug,41246668446937,[SAT-AIS]
Tug,65875629977817,[SAT-AIS]
Tug,74296936982416,[SAT-AIS]
Tug,147668738471321,[SAT-AIS]
Tug,156678218822212,[SAT-AIS]
Tug,167283675493369,[SAT-AIS]
Tug,181566749936762,[SAT-AIS]
Tug,184756139473268,[SAT-AIS]
Tug,195415142469447,[SAT-AIS]
Tug,217284873986699,[SAT-AIS]
Tug,252669123725536,[SAT-AIS]
Tug,261471966511263,[SAT-AIS]
Tug,266896913553197,[SAT-AIS]
Tug,267896656482679,[SAT-AIS]
Tug,269849479284739,[SAT-AIS]
Tug,286611366271532,[SAT-AIS]
Unspecified,23788,VTS HEL
Unspecified,23846,VTS 2614900
Unspecified,24030,VTS GAOTEBORG
Unspecified,24344,VTS BALTIYSK
Unspecified,24345,VTS 2734463
Unspecified,24366,VTS 2734488
Unspecified,24369,VTS 2734492
Unspecified,24468,VTS KLAIPEDA
Unspecified,24473,VTS 2770110
Unspecified,194104,TAMINA SPIRIT
Unspecified,316546,KONTROLER 20
Unspecified,316798,KRYSTYNA
Unspecified,320779,SOUND CASTOR
Unspecified,322687,NILS
Unspecified,322952,SENSOR
Unspecified,323091,0
Unspecified,323787,FROG CYGNUS
Unspecified,326642,STORMCO
Unspecified,326665,RAMANTENN
Unspecified,344835,TEST-0192
Unspecified,346646,JIYA
Unspecified,347868,SPK-25
Unspecified,348771,VEGA
Unspecified,351136,RB-27
Unspecified,850637,BY ZS
Unspecified,1064825,KAPITAN BELYAEV
Unspecified,1257951,BARSWEEP ONE
Unspecified,3352580,FULDA
Unspecified,3481171,NORTHERN WIND
Unspecified,4342553,PURE ORANGE
Unspecified,4497263,TST12
Unspecified,4615138,SVITZER RAN
Unspecified,4666609,BLACKPEARL 7.6V
Unspecified,4674280,261535003
